hypothesis,publication_id,title,doi,authors,year,abstract,full_text,subjects,topics,journals,publisher
novel weapons hypothesis,103984455,Weapons of Mass Destruction,,"David Tin Win, Md. Al Masum",2016,"Weapons of mass destruction (WMDs) are designed to kill large numbers of people at a single blow. Military usefulness is limited because their widespread destructiveness is likely to trigger extreme responses. They were once known as ‘NBC weapons ’- the letters refer to nuclear, biological, and chemical weapons. Later radiological weapons were included and the collective arsenal was then called WMDs. Now WMDs include potential weapons, based on new technologies that have potentials for mass destruction, such as genetics, proteomics, artificial intelligence, and robotics. WMD treaties have weaknesses and ambiguity because of three factors: blurred boundary between chemical and biological weapons; spread of ‘dual use ’ technology, such as game technology; and recent technological advances, such as DNA-sequencing, genetic engineering, and nanotechnology. This absence of clear precise treaties has induced arguments among states that think there is a moral duty to strike first and disable any state or entity deemed to be developing such weapons; and those that think they have a right to develop WMDs for ‘self defense ’  – the Iraq standoff",,text,"uranium, fission, fungi, fusion, ‘G ’ agents, hydrogen bombs (H-bombs, hydrogen cyanide (AC, lewsite, mustards, NBC suit, nerve agents, nuclear weapon, nuclear winter, persistent, phosgene oxime, prions, plutonium, proteomics, radiological weapon, salted bombs, sarin, smallpox, soman, tabun, thermonuclear, toxins, ‘V’ agents, virus",,
novel weapons hypothesis,148356675,Weapons of Mass Disruption and Terrorism,10.1080/09546550008427548,"Bunker, Robert J.",2000,"New perceptions of weaponry have developed in some counter‐terrorism circles, based on the concept of Weapons of Mass Disruption which target bonds and relationships, rather than things, at the systemic level. These capabilities are derived, in many instances, from advanced (cyber) forms of weapons which could eventually be employed by terrorists against the United States",,text,"Weapons of Mass Disruption, weaponry, counter‐terrorism, Defense and Security Studies, Political Science, Public Affairs, Public Policy and Public Administration, Social and Behavioral Sciences",,'Informa UK Limited'
novel weapons hypothesis,151158552,Weapons and violence: a review of theory and research,10.1016/j.avb.2009.03.003,"Moore, Simon C., Brennan, Iain R.",2009,"Weapons are used in approximately one quarter of all violent incidents and the majority of homicides in the US, and the UK. Despite their overwhelming contribution to violent harm, theories of weapon related behaviors are scarce, and little is known of their correlates. This paper reviews available theories of weapon related behavior and identifies a number of motivations for weapon carrying, such as self defense, victim coercion, causing harm and self presentation. Correlates of weapon carrying and weapon use such as age, gender, socioeconomic status, exposure to weapons and history of aggression are explored and a number of limitations to current research approaches are identified. The review concludes with a discussion of future directions for research. © 2009 Elsevier Ltd. All rights reserved",,Journal Article,"Weapon, Violence, Fear, Coercion, Instrumental, Conflict resolution, Social Justice and Responsibility",,Elsevier
novel weapons hypothesis,151317065,Tangled up in Khaki and Blue: Lethal and Non-Lethal Weapons in Recent Confrontations,,"Koplow, David A.",2005,"Too often, military and law enforcement authorities have found themselves constrained by inadequate weaponry: the tools available to them, in addressing confrontations with entrenched opponents of various sorts, are either too weak (not sufficing to disarm or defeat the enemy) or too strong (generating unacceptable  collateral damage  in harming innocent people or property). An emerging category of  non-lethal weapons  carries promise for resolving this dilemma, proffering deft new capabilities for disabling, dissuading, or defeating opponents without inflicting death or permanent injury. Some primitive non-lethal weapons (such as truncheons, tear gas, and water cannon) have long been staples in the inventories of police and military forces in the United States and other countries. More sophisticated options (e.g., electronic stun guns or pepper spray) are becoming more common and are increasingly employed in a variety of law enforcement and security situations. Most dramatically, an array of much more sophisticated technologies (including directed energy beams, calmative chemicals, and foam sprays that seal buildings or make an area impassively slippery) are being developed, and could emerge for use by soldiers and police in the near future. These augmented capabilities carry both immense promise and grave risks: they expand the power of law enforcement and military units, enabling them to accomplish assigned missions with greater finesse and reduced casualties. But they may also be misused, they may proliferate to malign applications, and they may inspire leaders to over-rely upon a myth of  bloodless combat.  This article explores the emerging world of non-lethal weapons by examining a series of case studies--recent real-world scenarios from three diverse confrontations around the world in which the availability of a modern arsenal of non-lethal weapons might have made a difference, enabling a more successful outcome in the face of deeply entrenched opposition",,text,"non-lethal weapons, lethal force, armed conflict, Waco, Dubrovka Theater, Basra, Law Enforcement and Corrections, Military, War, and Peace, National Security Law",,Scholarship @ GEORGETOWN LAW
novel weapons hypothesis,480506820,Firearms and Homicide: the Influence of the Weapon Substitution Hypothesis on the American Gun Control Debate,10.26686/wgtn.16934815.v1,"Russell, Nestar John Charles (11650219)",2000,"For several decades now the gun control literature in the United States has continued to produce conflicting accounts in regards to the availability of firearms on the U.S's high rate of homicide.  This thesis proposes that this conflict is, in part, due to the implicit and continued influence of Wolfgang's (1958) 'weapon substitution hypothesis'.  Wolfgang's hypothesis proposes that the intentions of an assailant, whether they be to kill or injure, determined the weapon selected.  Since guns are recognised as being highly lethal, all assailants who use such weapons were believed by Wolfgang to have been highly determined to kill.  Among other negative effects, it is argued that Wolfgang's hypothesis introduced a mind-set to this controversial research area that has continued to influence the opinions of academics from both sides of the debate.  This mind-set revolves around the consensually held belief that if a firearm assailant is believed to have been determined to kill then they would have been capable of killing in the absence of firearms.  Importantly, this belief implies that the best possible predictor of lethal weapon substitution is if a firearm assailant is determined to kill.  This is unlikely to be true.   Mischel (1968: 135) has argued: 'A person's relevant past behaviours tend to be the best predictors of his future behaviour in similar situations.'  After adapting Mischel's logic to fit the weapon substitution debate, the following predictor was produced.  The best possible predictor of lethal weapon substitution to non-firearm weapons is whether people who had killed with firearms were as experienced at killing victims with non-firearm weapons as assailants who had actually killed with such weapons.  This predictor was further developed into a more workable methodology that was capable of testing the validity of both Wolfgang's hypothesis and the consensually held belief it initiated.  This methodology involved a comparison of the previous serious to fatal violent non-firearm convictions between those most likely to be determined firearm and knife killers.  It was discovered that only 2.94 percent of those most likely to be determined firearm assailants and 25.23 percent of those most likely to be determined knife assailants had previous convictions for serious to fatal non-firearm assaults.  This result was statistically significant to the p< 0.005 (Z score=2.84).  After eliminating all other possible explanations for these results it was concluded that, in conflict with both Wolfgang's hypothesis and the consensually held belief, not all determined firearm assailants are likely to be capable of lethal weapon substitution.  Furthermore, if some proportion of determined firearm assailants are unlikely to be capable of lethal weapon substitution, then those not so determined are likely to be even less capable.  Therefore, it was concluded that inhibiting all potential firearm assailants from accessing guns would be likely to reduce the overall rate of homicide.  However, this thesis was limited in being able to apply this conclusion to the United States because it was based on a New Zealand population.  Nevertheless, it is argued that the perpetuation of the consensually held belief has inhibited the best possible predictor of lethal weapon substitution from being applied to a research area where prediction is of paramount importance.  When the best possible predictor of lethal weapon substitution has not previously been applied, it therefore becomes more understandable why this research area is plagued by such controversy.</p",,"Text, Thesis","Law not elsewhere classified, Motivation, Homicide, Firearms, School: School of Social and Cultural Studies, 180199 Law not elsewhere classified, Marsden: 390401 Criminology, Degree Discipline: Criminology, Degree Level: Masters, Degree Name: Doctor of Philosophy",,'Victoria University of Wellington Library'
novel weapons hypothesis,483724875,US Air Force Predicts Force Fields and Death Rays by 2060,,"Mittal, Vikram",2021,"Directed energy weapons conjure up images of the Death Star’s Superlaser or Optimus Prime’s Ion Blaster. Indeed, there are many examples of directed energy weapons across science fiction. In the real world, this class of weapons is fairly broad, incorporating any weapon that uses the electromagnetic spectrum. As such, most militaries have incorporated directed energy weapons into their arsenals. However, they are a far cry from the weapons imagined in science fiction. Given the potential of directed energy weapons, the United States does not want to fall behind other countries, as happened with hypersonic weapons. Recently, the U.S. Air Force assembled a panel of experts to evaluate the future of these weapons, forecasting out to 2060, with their final report being released last month. The report predicts an important future for directed energy weapons, potentially including both space-based weapon systems and “force fields.",,text,"directed energy, United States Air Force, space, space-based weapons systems, weapons systems, force field, death ray, Systems Engineering, Engineering",,USMA Digital Commons
novel weapons hypothesis,89764233,An experimental investigation of the functional hypothesis and evolutionary advantage of stone-tipped spears.,10.1371/journal.pone.0104514,"Jayne Wilkins, Benjamin J Schoville, Kyle S Brown",,"Stone-tipped weapons were a significant innovation for Middle Pleistocene hominins. Hafted hunting technology represents the development of new cognitive and social learning mechanisms within the genus Homo, and may have provided a foraging advantage over simpler forms of hunting technology, such as a sharpened wooden spear. However, the nature of this foraging advantage has not been confirmed. Experimental studies and ethnographic reports provide conflicting results regarding the relative importance of the functional, economic, and social roles of hafted hunting technology. The controlled experiment reported here was designed to test the functional hypothesis for stone-tipped weapons using spears and ballistics gelatin. It differs from previous investigations of this type because it includes a quantitative analysis of wound track profiles and focuses specifically on hand-delivered spear technology. Our results do not support the hypothesis that tipped spears penetrate deeper than untipped spears. However, tipped spears create a significantly larger inner wound cavity that widens distally. This inner wound cavity is analogous to the permanent wound cavity in ballistics research, which is considered the key variable affecting the relative 'stopping power' or 'killing power' of a penetrating weapon. Tipped spears conferred a functional advantage to Middle Pleistocene hominins, potentially affecting the frequency and regularity of hunting success with important implications for human adaptation and life history",,article,"Medicine, R, Science, Q",issn:1932-6203,Public Library of Science (PLoS)
novel weapons hypothesis,590571258,Weapons and violence: A review of theory and research,10.1016/j.avb.2009.03.003,"Brennan, Iain Richard, Moore, Simon Christopher",2009,"Weapons are used in approximately one quarter of all violent incidents and the majority of homicides in the US, and the UK. Despite their overwhelming contribution to violent harm, theories of weapon related behaviors are scarce. and little is known of their correlates. This paper reviews available theories of weapon related behavior and identifies a number of motivations for weapon carrying, such as self defense, victim coercion, Causing harm and self presentation. Cot-relates of weapon carrying and weapon use such as age, gender, socioeconomic Status, exposure to weapons and history of aggression are explored and a number of limitations to current research approaches are identified. The review concludes with a discussion of future directions for research. (C) 2009 Elsevier Ltd. All rights reserved",,,,,Elsevier
novel weapons hypothesis,200637302,Hypotheses on the energetic cost of a weapon from The hidden cost of sexually selected traits: the metabolic expense of maintaining a sexually selected weapon,10.6084/m9.figshare.7291229.v1,"Ummat Somjee (5014817), H. Arthur Woods (362645), Meghan Duell (5923247), Christine W. Miller (431570)",2018,Figure S3: We suggest 4 hypotheses on the metabolic cost of a weapon as size increases. 1) Isometry - metabolic cost of weapon scales in direct proportion to mass (slope =1) 2) Typical allometry - that the metabolic cost of the weapon decreases consistent with the general scaling of metabolic rate and body size (slope =0.75). 3) Cost minimization – the cost of weapons decrease (more than typically) for larger weapons. 4) Expensive weapons – that the metabolic cost of weapons increases with the size of a weapon,,"Text, Journal contribution","Evolutionary Biology, Ecology, Animal Behaviour, sexually selected weapons, resting metabolic rate, hypermetric allometry, energy budgets, tissue-specific metabolic rate, honest signalling",,
novel weapons hypothesis,70975334,Laser Weapons: An Emerging Threat,,"Bunker, Robert J., Lindsay, Dan",2008,"Laser and beam weapons have been the stuff of science fiction lore for many years. Good science fiction, however, is based on some kind of science fact and, if done properly, will become less implausible over time. This now is occurring with lasers--both when used in an improvised weaponry role and when produced as dedicated laser weapons","Claremont CollegesScholarship @ ClaremontCGU Faculty Publications and Research CGU Faculty Scholarship1-1-2008Laser Weapons: An Emerging ThreatRobert J. BunkerClaremont Graduate UniversityDan LindsayThis Article is brought to you for free and open access by the CGU Faculty Scholarship at Scholarship @ Claremont. It has been accepted for inclusionin CGU Faculty Publications and Research by an authorized administrator of Scholarship @ Claremont. For more information, please contactscholarship@cuc.claremont.edu.Recommended CitationBunker, Robert J., and Dan Lindsay. """"Laser Weapons: An Emerging Threat."""" Spec. issue of FBI Law Enforcement Bulletin. Apr. 2008:2-7. Print.Laser and beam weaponshave been the stuffof science ﬁ ction lorefor many years. Good scienceﬁ ction, however, is based onsome kind of science fact and, ifdone properly, will become lessimplausible over time. This nowis occurring with lasersCbothwhen used in an improvisedweaponry role and whenproduced as dedicated laserweapons.1Military entities have debat-ed the implications of a shift tolaser and other forms of directedenergy weaponry for quite sometime. In today’s world of terror-ist plots and increasingly violentcriminals, the law enforcementcommunity must become awareof this development as well.While most information on thetopic has been military in nature,a growing body of literature hasbegun to focus on the terrorismpotential and criminal use oflaser systems against civilaviation and airborne andground law enforcement assets.2This law enforcement threat hasemerged in tandem with amarked increase in lasings andilluminations over the pastdecade and the national trackingof these incidents by the FederalAviation Administration (FAA).Other issues of interest touchupon law enforcement=s futureutilization of lasers and directedenergy weapons and citizens’future right to bear laserarms(handheld laser weapons). ALaser WeaponsAn Emerging ThreatBy ROBERT J. BUNKER, Ph.D., and DAN LINDSAY2 / FBI Law Enforcement Bulletin© Photos.com66719.indd  2 2/28/2008  6:17:18 PMApril 2008 / 3brief look at the early emer-gence and development of ﬁ rearms can help explain what now is taking place with lasers.Legacy of FirearmsFirearms have existed for well over 500 years. Prior to their emergence, however, less sophisticated forms of weap-onry included the sword, spear, lance, and bow. During the transition to the modern world, the longbow and crossbow, the two reigning missile weapons of the medieval era, were success-fully challenged and eventually replaced by the more advanced ﬁ rearm ﬁ rst introduced to the battleﬁ eld in the 14th century.3Early handheld ﬁ rearms looked like miniature cannons. Wooden sticks were strapped to iron pipes with one end blocked and a touch hole bored so as to ignite the crude gunpowder mixture. Glowing sticks and wires brought to the touch hole served to ﬁ re the weapon, which shooters pointed in the general direction of the target because aiming was impossible. From these humble beginnings, ﬁ re-arms evolved over the course of centuries into true handheld weapons with many recogniz-ably modern components. Gains in standoff range, accuracy, lethality, and reliability became dramatically evident as sophisti-cation increased.Firearms—then character-ized as crude and unreliable—beat out competing weapons of late medieval and early modern times because they offered potentials the other, then domi-nant, systems did not. Whereas both longbows and crossbows had exhausted their human and quasi-mechanical power sources, ﬁ rearms began to exploit the deadly force capabil-ity provided by chemical reac-tions and internal combustion. This new and advanced weapon ultimately would take down the old medieval order by shooting the knight from his horse and breeching the high walls of the lord’s castle.This end state came about by means of a gradual process. The development of the musket into the riﬂ e and the addition of the bayonet culminated in the ascendancy of the modern ﬁ rearm as the dominant system in warfare. In tandem with long-gun evolution, pistols became available for military and eventual policing functions, and siege, later ﬁ eld, artillery began to emerge on the battleﬁ eld.Transition to Laser WeaponsAs in the transition from medieval to modern weaponry, legacy systems, such as con-ventional ﬁ rearms, will not be supplanted overnight. Still, this process of weaponry evolution will not occur over centuries but in mere decades as a result of the ever-increasing pace of technological innovation.It is projected that an incre-mental process will unfold over the course of many decades as lasers, and other forms of di-rected energy weapons, emerge haphazardly as components that will augment ﬁ rearms (e.g., laser sights) and also be ﬁ elded as stand-alone systems both Chief Safety Ofﬁ cer Lindsay serves with the Ontario International Airport, as well as the Los Angeles, California, Department of Airports and its Airport Law Enforcement and Protection Services.Dr. Bunker is the CEO of a security consulting corporation in Claremont, California.66719x.indd 3   3/13/2008 12:12:33 PM    4 / FBI Law Enforcement Bulletincomplementing and challeng-ing ﬁ rearms.4 As energy sourceoutput, transmission efﬁ ciency(lessened energy loss), storage,and reliability increase, so, too,will handheld laser weaponcapability. For this reason, thisdevelopmental pattern, exceptfor its historically compressednature, will likely mimic that ofthe ﬁ rearm.Beyond offering advancedpower source exploitationpotentials over ﬁ rearms, la-sers possess several enhancedtactical and operational func-tions.5 Moreover, for policingpurposes, the most signiﬁ cant ofthese capabilities include thoseidentiﬁ ed as exploiting ﬁ fth-di-mensional operational space.6•  Speed of light: Because a la-ser beam travels at 186,000miles per second, no timeof ﬂ ight exists for it to hit atarget. As soon as the trig-ger of the laser weapon ispulled, the target has beenengaged.•  Energy concentrated on thetarget: Unlike many omni-directional munitions, allof the energy of a laser isfocused in a coherent beamupon the target. The smallerand tighter the beam, themore energy is concentratedat the point of impact.•  Straight line of ﬂ ight:No ﬁ re control is requiredto calculate a ballistictrajectory and lead.Whatever is aimed at is hit,based on a straight line ofsight and ﬂ ight.•  Extreme standoff potential:Stronger lasers have stand-off ranges in excess of mostmodern ﬁ rearms; however,beam coherence issues ariseat extreme ranges of laseremployment.which eliminates the needfor large quantities ofammunition. The only realpotentially inhibiting factoris overheating because oflong durations of use.•  Rheostat: The energy levelsproduced can be increasedand lowered, allowing forthe more tailored applicationof force. Low levels couldcause less lethal effects,while more energy emittedcould result in lethal-forceapplications.•  Frequency shifting: Tunablelasers, those with shiftingwavelengths, are highlyresistant to countermeasuresbased on ﬁ lters that blockknown threat wavelengths.•  Unique wounding: Cornealand retinal damages to theeyes may take place withlow-energy lasers. Besidesthermal effects, the potentialfor photochemical changesin the eye also may resultfrom some laser injuries.Combinations of charringand lacerations may oc-cur with high-energy laserinjuries, which require a farmore complex medical re-sponse than ones producedby standard ﬁ rearms.•  Psychological impact:Once personnel, both mili-tary and law enforcement,realize that utilizing magni-fying optics or viewing theoperational space with the•  Silent: No detonation orback blast is required as aby-product of operating alaser because no internalcombustion or chemical re-action takes place to powerthe laser beam.•  Potentially invisible: Infra-red lasers are invisible to thehuman eye, thus typicallyundetectable without infra-red detection equipment. Inthe case of visible lasers,they can be pulsed, therebylimiting the opposing force’sability to detect their use.•  Deep clip: As long as apower source exists, a lasercan continue to operate,”A laser, likeany other deviceor weapon, may beemployed by criminals,terrorists, or militarycombatants.“66719.indd  4 2/28/2008  6:17:35 PMApril 2008 / 5naked eye can pose the risk of being injured or blinded, their mission performance could become degraded. This is compounded by infrared laser use because damage to the eye can be taking place without the target initially even knowing that it is happening.Target SetsLaser devices and weapons have disruptive (visual) and destructive (primarily thermal) effects upon their targets. Under normal viewing conditions, weaker low-energy lasers have only disruptive effects, whereas stronger ones also have eye damage and destructive capa-bilities that allow them to start ﬁ res and either melt or burn through objects that have little density. The weaker lasers, such as laser pointers, typically are effective at night for vision disruption purposes, while the stronger systems can be used both in daytime and nighttime conditions. A laser, like any other device or weapon, may be employed by criminals, terror-ists, or military combatants.The target sets that can be disrupted, and potentially destroyed, by using lasers are pretty much the same for both law enforcement and civil aviation applications. However, civil aviation tends to have many more soft targets, such as fuel trucks, even though police “new gunpowder revolution”8and still adheres to that observa-tion. Laser weapons and devices will have an immense impact on future policing activities, es-pecially in the coming decades when they mature as systems and eventually move along the continuum from exotic to what will be considered more con-ventional weapons. This impact is projected to come about primarily because of two broad waves of change in this type of weapon’s usage.The ﬁ rst, derived from negligence and ignorance, represents the vast majority of incidents, criminal intent, and eventual terrorist and global insurgent use of these systems.9 Millions of handheld laser pointers and other low-energy laser devices have been helicopters are much softer tar-gets than passenger airliners.Tactics, techniques, and procedures for individual user and opposing force laser ap-plications can be generated for law enforcement red-teaming purposes.7 Needless to say, as with any targeting endeavor, weapons effects can be matched to target-set weaknesses and vulnerabilities, and a reasonably competent operations plan can be constructed. In this instance, the eyes (vision) of law enforce-ment and commercial avia-tion personnel are the greatest vulnerabilities.ConclusionSeveral years ago, one of the authors characterized the emergence of lasers and di-rected energy weapons as a Target SetsLaw Enforcement•  Personnel (line ofﬁ cers, specialized units, supervisors)•  Matériel (police cars, helicopters, ﬁ xed-wing aircraft, equipment)•  Infrastructure (buildings, communication systems)Civil Aviation•  Personnel (pilots, ﬂ ight crews, passengers, mainte-nance staff, rescue workers)•  Matériel (aircraft, fuel trucks, equipment)•  Infrastructure (terminals, control towers, radar, communication systems)66719.indd 5   2/28/2008 7:26:26 PM    6 / FBI Law Enforcement Bulletinmanufactured over the past fewdecades, and now dozens, if nothundreds, of them are directedat civil, commercial, military,and law enforcement aircraft;police and emergency servicespersonnel; professional andamateur athletes; bus drivers;and everyday citizens on ayearly basis. Fortunately, themajority of these devices, undernormal viewing conditions, donot pose eye hazards. Still, theselasers may offer signiﬁ cantvisual disruption potentials.Regardless of user intent,this wave of change alreadyhas begun and is based onlasers as threat systems to lawenforcement ofﬁ cers. An even-tual component of this waveAt about 10 p.m. on March 21, 1998, I was the ﬂ ight ofﬁ cer aboard the Ontario, Cali-fornia, Police Department=s helicopter orbiting a burglary in progress. As I was directingground ofﬁ cers to the suspect, the pilot, Pete Ambriz, told me that we were being illumi-nated by a laser. Fortunately, he could maintain control of the helicopter. After ofﬁ cerstook the suspect into custody, Pete turned in the direction of the laser and ﬂ ew about 500feet above the ground. Our aircraft, modiﬁ ed with two strobes for low-level operations inthe area of our international airport, also had a 50-million candlepower searchlight, so wecould be seen for miles.At that point, I was looking at the horizon and saw the laser beam. It was angled fromthe ground below and to the left of the aircraft and was not bright enough to cause concern.Suddenly, however, it moved up and right and, within an instant, a bright intense red lightcovered the front windscreen and interior of the cockpit. The beam was too bright to seethrough, and there was no visibility to the front of the aircraft. I could see the beam mov-ing, and, occasionally, I could see forward as the beam tracked our aircraft. I saw Peteﬂ ying while looking out the left side of the aircraft as he kept his heading. After about 10seconds, I saw the beam move downward, fade, then turn off. As the beam was movingaway from the aircraft, I could clearly see its source. The beam was so intense, straight,and bright that it pointed like an arrow to its source. As it was turned off, I saw it glowdown and move north at the rear of a house and then inside what turned out to be the rearsliding door. Later, I determined the distance to be just over 1 mile, or about 14 city blocks.I learned from the manufacturer of the device that, at that distance, the beam would havebeen approximately 7 feet in diameter.I directed Pete to the home and had a ground unit respond. The ofﬁ cer contacted thesuspect and retrieved the device. The suspect subsequently admitted aiming the device atthe helicopter and eventually pleaded guilty to a misdemeanor violation of California PenalCode Section 247.5, Discharging a Laser at an Aircraft. He was sentenced to 3 months inthe county jail and 3 years on probation.Detective Parra serves with the Ontario, California, Police Department.Airborne Law Enforcement Laser IlluminationBy Alfredo Parra, Jr.66719.indd  6 2/28/2008  6:17:48 PMof change will be the creationof law enforcement policies,tactics, and countermeasureswith respect to laser threats.10The second wave of changeis expected to be based onthe utilization of lasers andother directed energy devicesby law enforcement agenciesthemselves. This can be seentoday with laser sights addedto ﬁ rearms and the use of laserdazzlers as less lethal formsof force. While this wave ofchange remains immature, overtime, more and more directed-energy capabilities will beimplemented for law enforce-ment use.With such scenarios inmind, the law enforcementprofession must recognize thatlasers are emerging as the weap-ons of the future. Just as theﬁ rearm ushered in the modernera, the laser will profoundlyinﬂ uence what transpires forsucceeding generations.Endnotes1 The authors’ past writings on laserthreats include Dan Lindsay and Robert J.Bunker, “The Laser Threat to CaliforniaAirborne Law Enforcement,” The Journalof California Law Enforcement 34, no.2 (March-April 2000): 12-20 (an earlierversion, “The Laser Threat to AirborneLaw Enforcement,” appeared in two partsin Air Beat (November/December 1998,26-29 and January/February 1999, 14-16);and Robert J. Bunker, “Terrorist LaserEmployment Against Civil Aviation: Is-sues, Concerns, and Potential Incidents,”Transit Policing 8, no. 1 (Spring 1998):7-8 and 21-28.2 U.S. Department of Justice, FederalBureau of Investigation, FBI Academy Li-brary, Subject Bibliography: Laser Devicesand Weapons (Quantico, VA, June 2007).3 T. Lindsay Moore, “The Structure ofWar: Early Fourth Epoch War Research,”in Non-State Threats and Future Wars,ed. Robert J. Bunker (London, UK: FrankCass, 2003), 157-170.4 This projection has provided under-lying guidance to less lethal weaponsresearch and ﬁ eld activities initiated by theNational Law Enforcement CorrectionsTechnology Center; the National Instituteof Justice Technical Working Group onLess Lethal Weapons; and the TechnologyExploration Program of the Los AngelesCounty, California, Sheriff=s Department.5 Many of these capabilities wererecognized initially quite sometime ago byBrigadier Bengt Anderberg, “The Low-En-ergy Laser Aimed at the Eye as a PotentialAntipersonnel Weapon,” The RUSI Jour-nal 133, no. 1 (Spring 1988): 35-40.6 Sid Heal, “Fighting in the FifthDimension,” OnPoint: A CounterterrorismJournal for Military and Law EnforcementProfessionals (April 2005); retrieved fromhttp://www.uscav.com.7 Robert J. Bunker, “Criminals andLaserarms: Counter-Optical Tactics,” TheTactical Edge 14, no. 8 (Fall 2000): 45-48.8 Robert J. Bunker, “New GunpowderRevolution,” The Police Chief, June 1998,49. This observation was drawn from evenearlier military-related research Dr. Bunkerconducted on the topic.9 With a ﬁ xation on man-portableair defense systems, rocket-propelledgrenades, bombs and improvised explosivedevices of various types, and small arms, atime lag before terrorist laser weapons usetakes place is expected. Still, the Japaneseterrorist group Aum Shrinkyo attempted touse a laser device as a weapon back in the1990s, so wild-card scenarios are not outof the question.10 Additional forms of directed energydefense against radio frequency and otherdevices also may, at some point, becomewarranted.April 2008 / 7Wanted:Photographshe Bulletin staff isalways looking forTdynamic, law enforcement-related photos for possiblepublication in the magazine.We are interested in photosthat visually depict the manyaspects of the law enforce-ment profession and illustratethe various tasks lawenforcement personnelperform.We can use color prints,digital photographs, andslides. It is our policy tocredit photographers whentheir work appears in themagazine. Contributorsshould send duplicate, notoriginal, prints as we do notaccept responsibility fordamaged or lost prints.Send photographs to:Art DirectorFBI Law EnforcementBulletin, FBI Academy, LawEnforcement CommunicationUnit, Hall of Honor,Quantico, VA 22135.66719x.indd  7 3/13/2008  12:12:54 PM",text,"laser weapons, threats, law enforcement, Defense and Security Studies, Political Science, Public Affairs, Public Policy and Public Administration",,Scholarship @ Claremont
